Timestamp,PID,COMMAND,%CPU,MEM
2024-09-04 14:12:43,98471,top,77.28700276841687,48:43
2024-09-04 14:12:43,98466,bash,25.337841143372074,31:13
2024-09-04 14:12:43,98465,mdworker_shared,81.68237129682481,17:48
2024-09-04 14:12:43,98464,mdworker_shared,58.01527680782665,38:02
2024-09-04 14:12:43,98461,mdworker_shared,62.00207865770436,19:55
2024-09-04 14:12:43,98448,zsh,21.26156411316518,46:03
2024-09-04 14:12:43,98447,login,40.550010374965126,47:58
2024-09-04 14:12:43,98437,mdworker_shared,82.98080202402703,27:36
2024-09-04 14:12:43,98435,Google,37.58973668328718,25:42
2024-09-04 14:12:43,98427,AssetCacheTether,54.63444290942382,48:02
2024-09-04 14:12:43,98426,AssetCache,90.69737440658639,05:10
2024-09-04 14:12:43,98423,spindump_agent,98.03102308644928,18:19
2024-09-04 14:12:43,98422,spindump,21.953434474065237,35:46
2024-09-04 14:12:43,98384,com.apple.Accoun,6.481721135980911,58:22
2024-09-04 14:12:43,98382,swcd,87.33962302769015,25:32
2024-09-04 14:12:43,98381,Terminal,1.953738754299672,57:22
2024-09-04 14:12:43,98380,containermanager,67.5510755713162,41:24
2024-09-04 14:12:43,98379,amsengagementd,64.39741470434271,00:49
2024-09-04 14:12:43,98378,amsaccountsd,76.34320547199648,28:18
2024-09-04 14:12:43,98377,QuickLookSatelli,80.90228186439349,12:30
2024-09-04 14:12:43,98376,itunescloudd,44.72495774733692,40:24
2024-09-04 14:12:43,98359,trustdFileHelper,86.7757912768927,52:31
2024-09-04 14:12:43,98358,trustd,83.06963765583617,11:28
2024-09-04 14:12:43,98349,captiveagent,66.86561091134998,24:51
2024-09-04 14:12:43,98348,CloudKeychainPro,22.857654703412223,14:07
2024-09-04 14:12:43,98346,MTLCompilerServi,23.86288044041641,48:00
2024-09-04 14:12:43,98339,MTLCompilerServi,88.54650713323323,29:30
2024-09-04 14:12:43,98333,netbiosd,59.60688757056174,47:30
2024-09-04 14:12:43,98325,rpcsvchost,20.91197560260749,19:41
2024-09-04 14:12:43,98322,WiFiVelocityAgen,69.82874528224222,30:30
2024-09-04 14:12:43,98321,findmybeaconingd,24.76281551619809,50:44
2024-09-04 14:12:43,98320,findmydeviced,25.65939103820235,27:08
2024-09-04 14:12:43,98319,bluetoothuserd,48.9776081189313,21:59
2024-09-04 14:12:43,98288,keyboardservices,52.85414961594061,37:39
2024-09-04 14:12:43,98282,SetStoreUpdateSe,53.69654635954102,40:53
2024-09-04 14:12:43,98281,IMDPersistenceAg,98.80473423208217,35:15
2024-09-04 14:12:43,98280,siriknowledged,38.31863295820188,15:27
2024-09-04 14:12:43,98273,contactsd,12.9550466540448,06:48
2024-09-04 14:12:43,98246,PlugInLibrarySer,0.10594977359331681,34:01
2024-09-04 14:12:43,98095,XProtectBridgeSe,57.63013646781998,22:58
2024-09-04 14:12:43,98081,businessservices,54.403004629089736,04:26
2024-09-04 14:12:43,98076,triald,31.534505184756323,41:58
2024-09-04 14:12:43,98075,ospredictiond,90.29626996713154,06:38
2024-09-04 14:12:43,98062,idleassetsd,97.48026901825214,01:30
2024-09-04 14:12:43,97989,helpd,61.24094843689984,39:13
2024-09-04 14:12:43,97892,audioanalyticsd,89.44561956153298,03:54
2024-09-04 14:12:43,97718,com.apple.siri-d,45.28816835884108,12:15
2024-09-04 14:12:43,97715,remindd,57.49800367227383,18:37
2024-09-04 14:12:43,97697,XprotectService,68.99301432386419,44:45
2024-09-04 14:12:43,97658,naturallanguaged,43.01934518663614,16:35
2024-09-04 14:12:43,97657,pbs,21.451281217592864,18:18
2024-09-04 14:12:43,97654,ThumbnailExtensi,67.85370220113825,57:45
2024-09-04 14:12:43,97522,OSDUIHelper,95.18702812347993,37:20
2024-09-04 14:12:43,97457,AppSSODaemon,8.543328491840796,27:11
2024-09-04 14:12:43,97454,AppSSOAgent,98.65425596282937,58:58
2024-09-04 14:12:43,97421,coreautha,23.726027060517886,19:04
2024-09-04 14:12:43,97236,nbagent,15.076863227995663,57:27
2024-09-04 14:12:43,97232,dataaccessd,60.85800156842627,19:17
